# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-14 12:56:46.213
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.876027,-0.0302,-0.0576,-0.1341,0.15
0.883513,-0.0172,-0.0663,-0.1441,0.16
0.890576,-0.0175,-0.0731,-0.1813,0.20
0.906918,0.0183,-0.0131,-0.0590,0.06
0.915508,0.0632,0.0134,0.0798,0.10
0.923332,0.1198,0.0507,0.2645,0.29
0.931191,0.1421,0.0954,0.3929,0.43
0.939375,0.1413,0.1015,0.4172,0.45
0.954669,0.1504,0.0306,0.2608,0.30
0.963259,0.1772,-0.0045,0.1609,0.24
0.972789,0.1603,-0.0189,0.0421,0.17
0.980276,0.0878,-0.0478,-0.1030,0.14
0.989531,0.0305,-0.1045,-0.2415,0.26
1.003187,-0.0757,-0.2248,-0.3485,0.42
1.013048,-0.1366,-0.2129,-0.3223,0.41
1.021128,-0.1715,-0.1438,-0.3570,0.42
1.031940,-0.1861,-0.0969,-0.3925,0.45
1.043390,-0.1026,0.0001,-0.3561,0.37
1.050640,-0.0332,-0.0371,-0.3101,0.31
1.068415,-0.0437,-0.0540,-0.1942,0.21
1.076072,-0.0266,-0.0766,-0.1578,0.18
1.083314,0.0093,-0.0676,-0.0665,0.10
1.091319,0.0620,-0.0539,0.1326,0.16
1.099099,0.0360,-0.0343,0.2509,0.26
1.115926,0.0785,-0.0358,0.2049,0.22
1.123279,0.1251,-0.0310,0.1198,0.18
1.131242,0.0754,-0.0273,0.0327,0.09
1.139312,-0.0072,-0.0310,0.0200,0.04
1.154891,-0.0487,-0.0646,0.0449,0.09
1.163292,-0.0129,-0.0799,-0.0445,0.09
1.171388,-0.0258,-0.0614,-0.1626,0.18
1.179996,-0.0699,-0.0402,-0.2331,0.25
1.189438,-0.0952,-0.0156,-0.2465,0.26
1.204289,-0.0219,0.0333,-0.0974,0.11
1.214516,0.0110,0.0490,-0.0180,0.05
1.221898,0.0278,0.0451,0.0138,0.05
1.229427,0.0287,0.0264,0.0051,0.04
1.244525,0.0508,-0.0103,0.1298,0.14
1.255582,0.0329,-0.0118,0.1675,0.17
1.267446,0.0697,0.0408,0.1485,0.17
1.276573,0.0890,0.0304,0.0892,0.13
1.284220,0.0919,0.0293,0.0946,0.14
1.292162,0.0563,0.0208,0.0906,0.11
1.300260,0.0368,0.0000,0.0725,0.08
1.315944,0.0667,-0.0376,-0.0064,0.08
1.323534,0.0730,-0.0159,-0.0553,0.09
1.333131,0.0886,-0.0395,-0.1210,0.16
1.339539,0.0976,-0.0697,-0.1416,0.19
1.355599,0.1325,-0.0462,-0.0165,0.14
1.362850,0.1017,-0.0435,0.0265,0.11
1.372250,0.1799,-0.0103,0.1057,0.21
1.381234,0.2387,0.0079,0.1565,0.29
1.396180,0.0254,0.0295,0.2152,0.22
1.404872,-0.0055,0.0498,0.2063,0.21
1.413567,-0.0104,0.0325,0.1555,0.16
1.421190,0.0232,-0.0007,0.0863,0.09
1.430878,0.0797,-0.0251,0.0343,0.09
1.439187,0.1293,-0.0339,0.0882,0.16
1.451694,-0.0420,0.0733,0.0525,0.10
1.459726,-0.1229,0.1190,0.0282,0.17
1.475122,-0.1159,0.0781,0.0271,0.14
1.483715,-0.0946,0.0556,0.0172,0.11
1.492304,-0.1413,0.0763,-0.0285,0.16
1.500124,-0.1612,0.0958,-0.0412,0.19
1.516121,-0.0725,0.0385,0.0666,0.11
1.524824,0.0005,0.0300,0.1998,0.20
1.531767,0.0368,0.0752,0.2908,0.30
1.540637,0.0391,0.0849,0.3544,0.37
1.557732,0.0250,0.0091,0.2922,0.29
1.564240,0.0244,-0.0593,0.0992,0.12
1.572500,-0.0174,-0.0951,-0.0355,0.10
1.579993,-0.0895,-0.1501,-0.2657,0.32
1.589030,-0.0919,-0.1798,-0.5157,0.55
1.604365,-0.0880,-0.1056,-0.5286,0.55
1.613086,-0.1171,-0.0127,-0.3712,0.39
1.622576,-0.1680,0.0246,-0.1599,0.23
1.633174,-0.1532,0.0334,0.0689,0.17
1.646958,0.0827,-0.0440,0.1185,0.15
1.654544,0.0910,-0.1303,0.0255,0.16
1.663037,-0.0012,-0.1301,0.0185,0.13
1.671610,-0.0635,-0.0843,-0.0412,0.11
1.683597,-0.0329,0.0249,-0.0505,0.07
1.692510,0.1333,-0.0908,0.1238,0.20
1.700866,0.3231,-0.1886,0.0317,0.38
1.716445,0.1831,0.0133,-0.4685,0.50
1.724468,0.0461,0.1516,-0.5023,0.53
1.733040,-0.0094,0.0813,-0.5741,0.58
1.745768,-0.3917,-0.1323,-0.5647,0.70
1.752197,-0.5706,-0.1849,-0.5244,0.80
1.764898,-0.5004,0.0558,-0.3728,0.63
1.773614,-0.5357,0.3077,-0.1029,0.63
1.780108,-0.4957,0.6880,0.2491,0.88
1.796638,-0.1500,0.6255,0.6280,0.90
1.805309,0.1573,0.3219,0.6404,0.73
1.812979,0.3557,-0.0083,0.5047,0.62
1.821146,0.3618,-0.3238,0.3927,0.62
1.829239,0.3315,-0.4560,0.0812,0.57
1.844404,-0.0519,-0.1620,-0.5663,0.59
1.857755,-0.1338,0.1061,-0.6240,0.65
1.864057,-0.0843,0.2500,-0.6070,0.66
1.872530,-0.0975,0.2641,-0.5988,0.66
1.879550,-0.1836,0.2263,-0.4667,0.55
1.891886,-0.1541,0.2524,-0.0601,0.30
1.900772,-0.0007,0.3156,0.1311,0.34
1.909164,0.0835,0.3459,0.3142,0.47
1.924704,0.2558,0.0462,0.7421,0.79
1.932173,0.3611,-0.0531,0.6104,0.71
1.941131,0.3612,-0.1520,0.3439,0.52
1.956979,0.0599,-0.0292,-0.1573,0.17
1.964786,-0.1152,0.0241,-0.1229,0.17
1.972608,-0.2678,-0.0086,-0.0024,0.27
1.981286,-0.2216,0.0226,0.3246,0.39
1.996242,0.0647,-0.0860,0.7630,0.77
2.005211,0.0911,-0.2697,0.7150,0.77
2.012949,0.1024,-0.3642,0.6587,0.76
2.022913,0.1640,-0.3477,0.6111,0.72
2.030052,0.2692,-0.2941,0.4472,0.60
2.044919,0.2009,-0.4219,-0.0777,0.47
2.054998,0.1138,-0.3657,-0.1997,0.43
2.060728,0.0272,-0.2734,-0.4193,0.50
2.072313,-0.0662,-0.2075,-0.7315,0.76
2.079770,-0.0566,-0.1272,-0.9977,1.01
2.092123,-0.0807,-0.0651,-1.2795,1.28
2.100174,-0.0595,0.0071,-1.3785,1.38
2.109495,-0.0718,0.1235,-1.3495,1.36
2.124781,-0.1449,0.2857,-1.1182,1.16
2.132947,-0.1185,0.3449,-0.8455,0.92
2.141473,-0.0856,0.3422,-0.5902,0.69
2.156668,-0.2249,0.1582,-0.1805,0.33
2.165634,-0.2770,0.2379,-0.0238,0.37
2.173182,-0.3496,0.3055,0.0208,0.46
2.180830,-0.3325,0.3586,0.1518,0.51
2.189232,-0.1194,0.3777,0.2714,0.48
2.205200,-0.0550,0.1426,0.3943,0.42
2.213129,-0.1663,0.0425,0.2338,0.29
2.221858,-0.1914,0.1130,-0.0494,0.23
2.231408,-0.2180,0.2741,-0.2650,0.44
2.244771,-0.0958,0.4028,-0.5695,0.70
2.254226,-0.4074,0.3591,-0.5156,0.75
2.262344,-0.3523,0.3559,-0.6124,0.79
2.270771,-0.3423,0.2695,-0.7289,0.85
2.281252,-0.4113,0.2140,-0.6944,0.83
2.293854,-0.2799,0.2429,-0.4063,0.55
2.300435,-0.0524,0.2267,-0.3876,0.45
2.317304,0.4557,0.5114,0.9912,1.20
2.325385,0.3346,0.4133,1.4100,1.51
2.333290,0.4382,0.2017,1.6292,1.70
2.341155,0.6479,0.0418,1.7063,1.83
2.358097,-0.1478,-0.2142,1.5236,1.55
2.364681,-0.4764,-0.2144,0.8948,1.04
2.373158,-0.4557,0.0059,0.1007,0.47
2.382161,-0.3753,0.2592,-0.4461,0.64
2.389313,-0.2733,0.2782,-1.0126,1.09
2.404416,-0.3194,0.0261,-1.6047,1.64
2.414202,-0.2764,-0.1790,-1.5650,1.60
2.422250,-0.1198,-0.3955,-1.4617,1.52
2.430669,0.0220,-0.3757,-1.2194,1.28
2.445191,-0.1555,-0.0303,0.0432,0.16
2.454211,-0.1948,0.2153,0.5072,0.58
2.462302,0.2207,0.4277,0.7106,0.86
2.472473,0.3608,0.6654,0.8703,1.15
2.479680,-0.2324,0.3264,1.0163,1.09
2.489525,0.0759,-0.1804,0.4738,0.51
2.501198,-0.0129,-0.4152,-0.4530,0.61
2.518028,0.1205,-0.2889,-1.3483,1.38
2.525484,0.1439,-0.3025,-1.6734,1.71
2.533362,0.2618,-0.4076,-1.6897,1.76
2.540969,0.9592,-0.7492,-1.1856,1.70
2.549335,2.0162,-1.3228,-0.1580,2.42
2.565173,1.9851,-0.8383,1.1396,2.44
2.572927,1.8154,-0.2193,0.8961,2.04
2.581467,1.6170,0.0964,0.9752,1.89
2.589070,0.7615,0.4088,1.0795,1.38
2.605399,-0.1440,0.2389,0.3476,0.45
2.613099,-1.3331,0.0333,-0.1498,1.34
2.621750,-3.0247,0.2609,-0.5168,3.08
2.629429,-4.3325,1.0781,-1.1115,4.60
2.639276,-3.2846,1.7375,-2.0785,4.26
2.654138,-1.5727,0.9824,-0.9826,2.10
2.665886,-1.1660,0.4494,0.8333,1.50
2.673477,-0.1053,-0.0760,1.5577,1.56
2.679997,0.5991,-0.4775,1.7777,1.94
2.691861,0.8337,-0.5453,1.5136,1.81
2.699204,0.8307,-0.1693,0.9923,1.31
2.709300,-1.2369,0.4776,0.4851,1.41
2.724902,-0.8467,0.1599,-1.1840,1.46
2.733359,-0.7194,-0.0085,-1.5779,1.73
2.741289,-0.6193,-0.1906,-1.6588,1.78
2.749650,-0.4258,-0.1295,-1.4272,1.50
2.764966,-0.2824,-0.0684,-0.3892,0.49
2.772960,-0.0112,-0.0384,-0.4628,0.46
2.780954,0.2841,-0.0242,-0.5293,0.60
2.789343,0.2292,-0.0429,-0.5425,0.59
2.805809,-0.0115,-0.2636,-0.4498,0.52
2.814415,0.3529,-0.1800,-0.5549,0.68
2.821286,0.5888,0.1295,-0.6755,0.91
2.830999,0.3910,0.2825,-0.7064,0.86
2.845822,0.3184,-0.0007,-1.3109,1.35
2.856202,0.4106,-0.2669,-1.5897,1.66
2.862793,0.4677,-0.4563,-1.4941,1.63
2.872169,0.6049,-0.5859,-1.1220,1.40
2.885259,1.1946,-0.4595,-0.0243,1.28
2.899192,1.2494,-0.4000,0.6006,1.44
2.906285,1.1454,-0.4066,0.9243,1.53
2.912890,0.9352,-0.3845,0.8714,1.33
2.921972,0.6114,-0.2697,0.6601,0.94
2.931235,0.3213,-0.0997,0.3179,0.46
2.941848,0.0564,0.0708,0.1714,0.19
2.949780,-0.0817,0.1593,0.0969,0.20
2.965805,-0.4513,0.2748,-0.1588,0.55
2.974329,-0.3899,0.2351,-0.3621,0.58
2.981986,-0.6598,0.5401,-1.2660,1.53
2.989567,-0.0848,-0.1368,-0.0208,0.16
3.005894,-0.1795,-0.1167,0.1641,0.27
3.014603,-0.1914,0.0474,0.1064,0.22
3.021657,-0.1974,0.1364,0.0320,0.24
3.029199,-0.2325,0.1425,-0.1394,0.31
3.045818,-0.3341,0.2426,-0.5630,0.70
3.056122,-0.3097,0.2889,-0.5376,0.68
3.061877,-0.2735,0.2637,-0.4486,0.59
3.071822,-0.2076,0.1826,-0.5006,0.57
3.081862,-0.1354,0.0723,-0.6297,0.65
3.093499,-0.3908,0.4363,-1.0107,1.17
3.103546,-0.5063,0.9489,-0.2326,1.10
3.112023,0.1102,0.2324,0.0045,0.26
3.121400,0.0032,0.2817,-0.0564,0.29
3.129393,-0.5513,0.4474,-0.4267,0.83
3.140957,-0.7203,0.1617,0.2149,0.77
3.149639,-0.3294,-0.0666,0.7420,0.81
3.165625,0.3790,-0.1429,1.3936,1.45
3.173587,0.4027,-0.2885,1.1274,1.23
3.181846,0.5407,-0.1955,0.5474,0.79
3.189509,0.4442,-0.0122,-0.0028,0.44
3.205820,-0.0483,-0.2265,-0.5395,0.59
3.215310,0.1073,-0.3999,-0.5286,0.67
3.222581,0.1920,-0.4705,-0.2738,0.58
3.230336,0.1168,-0.4497,0.0092,0.46
3.245896,0.0642,-0.2370,0.1750,0.30
3.255462,0.1019,-0.2333,0.3513,0.43
3.262721,0.1060,-0.2386,0.3242,0.42
3.272897,-0.0202,-0.3726,0.0072,0.37
3.286484,0.0192,-0.4559,-0.2766,0.53
3.295951,0.6248,-0.4235,-0.4007,0.85
3.304839,0.6453,-0.5166,-0.0559,0.83
3.312494,0.5653,-0.3319,0.1285,0.67
3.321468,0.3751,-0.0261,0.2781,0.47
3.330710,0.0618,0.1192,0.0402,0.14
3.341203,-0.6042,0.3108,-0.7483,1.01
3.349402,-0.8247,0.2781,-0.9145,1.26
3.366044,-1.0539,0.5523,-0.8460,1.46
3.374003,-0.7618,0.3859,-0.6098,1.05
3.382024,-0.2769,0.1359,-0.3956,0.50
3.390391,0.2584,0.0854,-0.2590,0.38
3.405755,0.6875,0.1418,0.2615,0.75
3.416846,0.5646,0.1017,0.5731,0.81
3.422269,0.5998,-0.0326,0.6782,0.91
3.430192,0.7588,-0.1034,0.5969,0.97
3.445544,0.2235,0.0572,-0.0763,0.24
3.455542,-0.0177,-0.0369,-0.3462,0.35
3.464118,-0.0379,-0.0224,-0.4014,0.40
3.471056,-0.0439,0.0886,-0.4000,0.41
3.480375,0.0209,0.0899,-0.2912,0.31
3.493865,0.3700,-0.1269,0.0534,0.39
3.507506,0.3791,-0.1850,0.1823,0.46
3.514832,0.3453,-0.3548,0.1798,0.53
3.521690,0.3851,-0.4779,0.0313,0.61
3.534393,0.0472,-0.2823,-0.2694,0.39
3.546692,0.0152,-0.2016,-0.3160,0.38
3.549697,-0.1262,0.0619,-0.3468,0.37
3.566594,-0.0301,-0.1703,-0.1209,0.21
3.575368,0.1134,-0.1930,-0.1071,0.25
3.583108,-0.0414,-0.0175,0.0133,0.05
3.591529,-0.3434,0.2720,-0.0224,0.44
3.606340,-0.3430,0.2330,0.0899,0.42
3.614837,0.1211,-0.0329,-0.1172,0.17
3.622638,0.8233,-0.3802,-0.0630,0.91
3.630610,0.8754,-0.2968,0.3343,0.98
3.646705,0.1390,-0.0018,0.4341,0.46
3.655386,0.0809,-0.0727,0.2972,0.32
3.663137,-0.0856,-0.0822,-0.0597,0.13
3.672246,-0.1492,-0.0389,-0.3584,0.39
3.680339,-0.1531,-0.0070,-0.2625,0.30
3.694714,-0.2229,-0.2243,0.1535,0.35
3.706633,-0.6984,-0.7398,0.7422,1.26
3.714002,0.3210,-1.0179,0.3853,1.13
3.723328,0.4291,-0.9764,0.1423,1.08
3.730623,0.2291,-0.8044,0.1595,0.85
3.742733,0.6384,-0.4828,-0.9091,1.21
3.750546,0.2906,0.0678,-0.7077,0.77
3.765888,-0.1595,-0.1515,-0.6261,0.66
3.774605,-0.2222,-0.0773,-0.8504,0.88
3.782572,-0.3770,-0.0125,-0.9391,1.01
3.790738,-0.3187,-0.0146,-1.1178,1.16
3.806777,-0.2651,0.0568,-0.8325,0.88
3.815005,-0.3565,-0.0819,-0.5368,0.65
3.822273,-0.4544,-0.2053,-0.4302,0.66
3.830828,-0.6316,-0.4884,-0.1886,0.82
3.846768,-0.6299,-0.5024,-0.6140,1.01
3.855256,-0.4485,-0.4528,-0.3379,0.72
3.862515,-0.5374,-0.2845,-0.1457,0.63
3.870884,-0.3773,-0.3708,-0.2821,0.60
3.886806,-0.2170,-0.1785,-0.5841,0.65
3.899393,-0.4626,-0.1213,-0.4645,0.67
3.902838,-0.1152,0.1547,-0.3062,0.36
3.912252,0.2540,0.3763,-0.1488,0.48
3.920142,0.1943,0.5911,-0.0633,0.63
3.935029,-0.2103,0.1844,-0.0119,0.28
3.946659,-0.1842,0.0930,-0.3974,0.45
3.954681,-0.2916,0.2042,-0.6229,0.72
3.961932,-0.6667,0.1736,-0.7669,1.03
3.974044,-0.8988,0.2042,-0.7980,1.22
3.982918,-0.8235,0.1737,-0.5153,0.99
3.990990,-0.4933,0.3503,-0.2424,0.65
4.007690,0.3702,1.1753,0.2583,1.26
4.014557,0.5153,1.0595,0.3748,1.24
4.022772,-0.0302,0.4986,-0.4003,0.64
4.030840,-0.5291,0.5661,-0.7950,1.11
4.039126,-0.7399,0.8001,-0.5542,1.22
4.054963,-1.0452,0.6272,-0.3647,1.27
4.063632,-0.2297,0.4469,-0.3011,0.59
4.073031,-0.1406,0.2266,0.1239,0.29
4.087002,0.6592,-0.0743,-0.0738,0.67
4.095273,0.6911,-0.0952,0.1752,0.72
4.103338,0.5177,-0.1136,0.5440,0.76
4.111736,0.3854,-0.0650,0.5222,0.65
4.120513,0.3475,-0.0522,0.2021,0.41
4.134878,0.2310,-0.4073,0.1504,0.49
4.145342,0.0598,-0.2660,0.0773,0.28
4.153327,-0.3554,0.0567,-0.1653,0.40
4.164589,-0.7230,0.0606,-0.1767,0.75
4.170631,-0.5997,-0.1488,-0.0891,0.62
4.183492,-1.0938,-0.0231,-0.7629,1.33
4.191145,-1.2477,0.0997,-0.7845,1.48
4.199224,-1.0763,0.1346,-0.4964,1.19
4.215297,-0.0459,0.0341,0.0174,0.06
4.223349,0.7537,-0.0832,-0.0343,0.76
4.231193,1.3447,-0.1030,-0.1150,1.35
4.240638,1.4657,-0.0250,-0.3258,1.50
4.264596,0.1816,0.3245,-0.3132,0.49
4.264671,-0.6345,0.3002,-0.1924,0.73
4.271595,-1.1826,-0.0289,-0.1254,1.19
4.279026,-1.0383,-0.5155,-0.1881,1.17
4.295531,-0.0486,-1.0193,-1.0050,1.43
4.304974,0.1589,-0.5866,-1.0473,1.21
4.312968,0.0186,0.1867,-0.6818,0.71
4.322109,0.0244,0.4824,-0.4107,0.63
4.330031,0.1869,0.4472,-0.2307,0.54
4.342918,2.7028,-0.4180,-2.0294,3.41
4.355065,2.2490,0.0122,-2.0129,3.02
4.362630,1.0601,0.4172,-0.0922,1.14
4.370001,0.0232,0.1480,2.7512,2.76
4.382848,-0.0809,0.1675,1.8342,1.84
4.391588,0.2140,0.3860,0.1994,0.48
4.399625,0.3725,0.3422,-0.8682,1.00
4.409049,0.5128,0.2407,-1.7720,1.86
4.425053,-0.7631,0.2766,-0.4888,0.95
4.432529,-1.4458,0.1219,0.7631,1.64
4.440301,-1.5369,0.0118,1.4782,2.13
4.455280,-0.1268,0.2142,0.7196,0.76
4.463398,0.3724,0.1051,0.2968,0.49
4.471225,0.5362,0.1313,-0.0369,0.55
4.479333,0.5274,0.0536,-0.2893,0.60
4.495071,-0.2056,-0.2515,-0.4236,0.53
4.503767,-0.4076,-0.1130,-0.5687,0.71
4.513181,-0.5705,-0.0005,-0.6222,0.84
4.522918,-0.8714,-0.0196,-0.3368,0.93
4.530208,-0.5775,-0.2697,-0.1640,0.66
4.543501,0.8407,-0.5095,0.5753,1.14
4.556611,1.0432,0.0032,0.4502,1.14
4.563930,0.8782,0.5700,-0.1902,1.06
4.573428,1.2812,0.5289,-1.3485,1.93
4.580797,2.0072,0.1204,-2.4470,3.17
4.591268,1.1039,-0.1415,-0.9089,1.44
4.599915,0.3574,-0.1512,0.3613,0.53
4.617223,-0.7556,0.0261,2.2459,2.37
4.623802,-0.7686,0.0116,1.7716,1.93
4.632203,-0.7631,-0.1021,1.2386,1.46
4.639794,-0.7070,-0.2337,0.8756,1.15
4.655460,-0.2989,-0.7974,0.3210,0.91
4.663993,0.1824,-0.6698,0.0737,0.70
4.672183,0.6226,-0.2983,-0.1483,0.71
4.680221,0.7936,-0.1065,-0.1473,0.81
4.695229,0.7958,-0.2720,-0.0603,0.84
4.708017,0.7468,-0.5677,0.0159,0.94
4.712026,0.6692,-0.7786,-0.1858,1.04
4.721733,0.6234,-0.8538,-0.3296,1.11
4.729038,0.4609,-0.8410,-0.4245,1.05
4.743566,-0.1041,0.0015,-0.5110,0.52
4.754485,-0.4274,0.2557,-0.0282,0.50
4.762361,-0.5944,0.1163,0.0722,0.61
4.769847,-0.5136,-0.3246,-0.4696,0.77
4.783904,-0.4284,-0.2741,-0.7526,0.91
4.795363,-0.3195,-0.0667,-0.4118,0.53
4.799464,-0.1280,0.2126,-0.3000,0.39
4.816146,0.5120,0.6133,0.0194,0.80
4.824180,0.6702,0.8257,0.2062,1.08
4.832448,0.5780,0.8139,0.4601,1.10
4.841027,0.2580,0.2923,0.6443,0.75
4.855859,-0.2721,0.0698,0.0604,0.29
4.863770,-0.6863,0.2853,-0.1097,0.75
4.872866,-0.9085,0.1588,-0.4000,1.01
4.880513,-0.7484,0.0091,-0.6650,1.00
4.889373,-0.6631,0.0184,-0.7422,1.00
4.905467,-0.7076,0.1224,-0.2328,0.75
4.911613,-0.4581,0.1204,-0.2813,0.55
4.920940,-0.2850,0.2723,-0.1839,0.43
4.930236,0.0230,-0.1309,-0.0070,0.13
4.944727,0.7510,-0.3424,0.0269,0.83
4.953939,0.5832,-0.3320,0.4596,0.81
4.961365,0.4616,-0.6750,0.7639,1.12
4.969822,0.2477,-0.8313,0.4918,1.00
4.984552,-0.3531,-0.5864,0.0555,0.69
4.994905,-0.5885,-0.5882,0.0244,0.83
5.005535,-0.3679,-0.5636,-0.0926,0.68
5.015502,0.4853,-0.3296,0.0856,0.59
5.024215,0.6601,-0.2614,0.3283,0.78
5.032249,0.7494,-0.3827,0.3332,0.91
5.041123,0.8036,-0.4751,0.0792,0.94
5.049067,0.5567,-0.3280,0.0203,0.65
5.064162,-0.0380,-0.0802,-0.2926,0.31
5.077517,-0.3651,0.0206,-0.4766,0.60
5.082349,-0.5642,0.0835,-0.4977,0.76
5.096492,-0.1298,0.3257,-0.2889,0.45
5.104806,0.0036,0.1527,-0.1053,0.19
5.111725,0.2225,0.2792,-0.0863,0.37
5.120530,0.3312,0.2502,-0.2462,0.48
5.129097,0.1311,0.0227,-0.3199,0.35
5.142144,-0.4699,0.0326,-0.3278,0.57
5.153680,-1.3600,0.2812,-0.8483,1.63
5.162059,-0.9484,0.3604,-1.7182,2.00
5.169879,-0.3945,0.3765,-1.8683,1.95
5.184724,-0.8600,0.3356,-0.6368,1.12
5.196036,-0.3334,-0.0869,-0.6560,0.74
5.206839,0.1852,-0.1009,-0.9439,0.97
5.213140,0.4459,0.1770,-1.1399,1.24
5.223732,0.2066,0.2362,-0.7066,0.77
5.232547,0.4161,0.0605,-0.5440,0.69
5.241707,0.7182,-0.2826,-0.2042,0.80
5.257533,0.9081,-0.6753,0.2139,1.15
5.265261,1.0314,-0.4212,0.3040,1.15
5.272920,0.7642,-0.2350,0.1389,0.81
5.280642,0.2130,0.0752,0.1288,0.26
5.289511,-0.5804,0.1293,0.4248,0.73
5.304847,-0.6184,-0.1473,-0.8388,1.05
5.315470,-0.7681,0.1207,-0.8120,1.12
5.328319,-0.7926,0.3960,-0.6637,1.11
5.338730,-0.4943,0.4169,-0.4961,0.82
5.347841,-0.2780,0.3371,-0.3350,0.55
5.355330,0.0189,0.1608,-0.2191,0.27
5.363428,-0.0218,-0.3369,-0.2556,0.42
5.372897,-0.1352,-0.2366,-0.1103,0.29
