# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-14 12:56:46.213
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.380310,-0.2187,-0.0286,-0.0375,0.22
5.392976,-0.1661,-0.3250,0.2940,0.47
5.405272,-0.2673,-0.1394,0.4951,0.58
5.413343,-0.2507,-0.0944,0.6959,0.75
5.422605,-0.0644,-0.1735,0.9058,0.92
5.433005,0.4704,0.0304,0.7760,0.91
5.440951,0.3218,0.3485,0.4493,0.65
5.449653,-0.1413,0.5491,0.0986,0.58
5.465268,-0.9296,0.4306,-0.2335,1.05
5.473369,-0.9336,0.3153,-0.4384,1.08
5.482662,-0.7710,0.1570,-0.4674,0.92
5.490869,-0.5569,-0.0299,-0.1442,0.58
5.504612,0.1850,-0.6263,0.8284,1.05
5.513263,0.5434,-0.6385,0.7906,1.15
5.521502,0.5660,-0.2631,0.3941,0.74
5.531343,0.3060,-0.0530,0.0241,0.31
5.544964,-0.1345,-0.0418,-0.3800,0.41
5.554016,-0.1554,0.2191,-0.5387,0.60
5.562428,-0.0067,0.3367,-0.3351,0.48
5.570440,0.2340,0.2317,-0.0774,0.34
5.579105,0.3764,0.1414,0.1272,0.42
5.592518,0.0474,-0.1110,0.4234,0.44
5.605205,-0.2985,-0.4001,0.6551,0.82
5.612729,-0.3980,-0.5456,0.8303,1.07
5.620870,-0.2204,-0.5285,0.7741,0.96
5.632301,-0.1806,-0.4132,0.5526,0.71
5.641039,-0.1286,-0.0587,0.1199,0.19
5.649306,0.0605,0.4824,-0.2925,0.57
5.664977,-0.2854,0.8539,0.3432,0.96
5.672854,-0.3711,0.8230,0.3582,0.97
5.680685,-0.4573,0.8018,0.3864,1.00
5.696552,-0.5261,0.2689,0.8807,1.06
5.704890,-0.3854,0.0300,0.7659,0.86
5.712885,-0.1075,0.0903,0.4749,0.50
5.720976,0.0876,0.2917,0.4145,0.51
5.729093,0.0219,0.3278,0.2982,0.44
5.744631,-0.1824,0.3784,-0.0910,0.43
5.754774,-0.0438,0.4218,-0.2230,0.48
5.762893,-0.0065,0.3479,-0.1208,0.37
5.771217,-0.0003,0.1617,-0.0011,0.16
5.779990,0.1056,-0.0340,0.0037,0.11
5.793049,0.1598,-0.3370,0.0177,0.37
5.805604,-0.1177,-0.5185,0.1127,0.54
5.813702,-0.2434,-0.5756,0.0000,0.62
5.831337,-0.2367,-0.0529,-0.4509,0.51
5.834234,-0.2383,0.2301,-0.5550,0.65
5.840914,-0.2185,0.5252,-0.5806,0.81
5.857368,-0.7241,0.4642,-0.2215,0.89
5.865389,-0.8307,0.2973,0.1092,0.89
5.873430,-0.7165,0.2503,0.1901,0.78
5.881519,-0.4706,0.1293,0.2111,0.53
5.896876,0.0465,0.1079,0.2711,0.30
5.905565,0.3620,0.0638,0.3468,0.51
5.914475,0.3790,-0.0833,0.4555,0.60
5.922473,0.2877,-0.0461,0.4468,0.53
5.930879,0.0050,-0.1240,0.3046,0.33
5.945079,-0.5957,-0.1890,0.3022,0.69
5.955894,-0.7271,0.0012,0.1132,0.74
5.965718,-0.6225,0.2298,0.0505,0.67
5.969583,-0.3542,0.4155,-0.0735,0.55
5.980264,-0.2020,0.4720,-0.2878,0.59
5.993136,-0.0792,0.0056,-0.1458,0.17
6.002676,0.0611,-0.2753,0.0175,0.28
6.010941,0.1643,-0.4531,0.0392,0.48
6.019354,0.2431,-0.4657,0.0096,0.53
6.033460,0.1133,-0.2104,-0.0987,0.26
6.041237,0.0029,-0.1605,-0.0690,0.17
6.049143,-0.0357,-0.0722,-0.0565,0.10
6.065478,0.2359,0.2818,-0.0432,0.37
6.073386,0.3772,0.3750,0.0333,0.53
6.082706,0.4139,0.3173,0.1446,0.54
6.091925,0.4034,0.1758,0.2599,0.51
6.105051,0.2009,-0.4280,0.4695,0.67
6.113647,0.2608,-0.4806,0.4233,0.69
6.122282,0.4197,-0.4060,0.2757,0.65
6.129776,0.4742,-0.4772,0.2568,0.72
6.146695,-0.1449,-0.2432,-0.1415,0.32
6.153661,-0.2710,-0.1081,-0.3761,0.48
6.165267,0.0049,0.0009,-0.5700,0.57
6.173392,0.4336,0.0570,-0.5748,0.72
6.181337,0.7667,0.1919,-0.5161,0.94
6.193749,1.0007,-0.1322,-0.3404,1.07
6.202893,1.0481,-0.0046,-0.6250,1.22
6.212546,0.9145,0.1802,-0.9701,1.35
6.219355,0.6301,0.3001,-1.3293,1.50
6.234053,0.3806,0.2815,-1.5776,1.65
6.246510,0.5590,0.2511,-1.5220,1.64
6.254973,0.6485,0.1202,-1.4435,1.59
6.262078,0.5239,0.0945,-1.2716,1.38
6.274291,0.4789,0.2727,-1.2064,1.33
6.282061,0.3787,0.4807,-1.4457,1.57
6.290802,-0.0772,0.4510,-1.3886,1.46
6.305543,-0.3896,0.3003,-1.2963,1.39
6.313492,-0.3414,0.2370,-1.2583,1.33
6.322118,-0.4430,0.3102,-1.2111,1.33
6.330156,-0.6046,0.3665,-1.2602,1.44
6.346312,-1.0279,0.2719,-1.2531,1.64
6.355022,-1.1692,0.2029,-1.2264,1.71
6.363069,-0.9217,0.1770,-1.3199,1.62
6.371779,-0.8084,0.0480,-1.1318,1.39
6.379482,-0.8225,-0.1410,-0.8618,1.20
6.394531,-0.4827,-0.5186,-0.7661,1.04
6.405096,-0.3612,-0.6429,-0.6637,0.99
6.413387,-0.4102,-0.7603,-0.4482,0.97
6.421821,-0.3262,-0.8396,-0.3539,0.97
6.429395,-0.2568,-0.7823,-0.3317,0.89
6.442295,0.0188,-0.6601,-0.3043,0.73
6.455816,0.1141,-0.5235,-0.3722,0.65
6.463370,-0.0866,-0.4348,-0.3947,0.59
6.471292,-0.4643,-0.4944,-0.2725,0.73
6.482058,-0.8042,-0.6467,-0.1644,1.04
6.490730,-0.8700,-0.7587,-0.0600,1.16
6.506298,-0.3334,-0.8407,-0.0572,0.91
6.513623,-0.1373,-0.6792,-0.1970,0.72
6.521833,0.0085,-0.6085,-0.2006,0.64
6.531069,0.1628,-0.5378,0.0462,0.56
6.546406,0.1462,-0.4113,0.3381,0.55
6.555774,-0.0412,-0.3862,0.3672,0.53
6.563325,-0.0965,-0.1069,0.1888,0.24
6.570907,-0.1919,0.0435,0.1402,0.24
6.579267,-0.4068,0.1033,0.2533,0.49
6.589100,-0.4951,0.2617,0.2548,0.62
6.602557,-0.1127,0.4667,0.0648,0.48
6.614497,0.0539,0.4122,0.1782,0.45
6.619093,0.0991,0.2905,0.1694,0.35
6.631483,-0.0206,-0.0658,0.2243,0.23
6.647129,0.1220,-0.9627,0.6911,1.19
6.650441,0.3755,-1.2209,0.7496,1.48
6.661556,0.5496,-1.3167,0.7494,1.61
6.671082,0.6643,-1.2860,0.6145,1.57
6.682260,0.5495,-1.0255,0.3180,1.21
6.690519,0.1758,-0.8789,0.1565,0.91
6.707272,-0.5513,-0.6012,-0.1077,0.82
6.714562,-0.6323,-0.3910,-0.2761,0.79
6.722877,-0.7780,-0.3240,-0.3264,0.90
6.730067,-0.8826,-0.3830,-0.2596,1.00
6.746958,-0.3166,-0.4763,-0.1247,0.59
6.754663,0.0414,-0.5806,0.0511,0.58
6.764132,0.3402,-0.7257,0.1699,0.82
6.770690,0.3686,-0.8640,0.1583,0.95
6.779673,0.2522,-0.8613,0.1144,0.90
6.795747,0.3231,-0.8934,0.3494,1.01
6.804740,0.6582,-0.7987,0.5800,1.19
6.810581,1.0452,-0.7541,0.7044,1.47
6.825933,1.4659,-0.7449,0.8600,1.86
6.835613,1.3316,-0.7690,0.8676,1.77
6.843759,1.0438,-0.9473,0.9238,1.69
6.852470,0.8379,-1.0210,0.7563,1.52
6.861208,0.7232,-0.8314,0.4208,1.18
6.869823,0.7510,-0.6559,0.3344,1.05
6.882642,0.6603,-0.6782,0.0591,0.95
6.890289,0.4617,-0.6584,0.2013,0.83
6.906857,0.2015,-0.7507,0.3319,0.85
6.914802,0.0469,-0.6617,0.4259,0.79
6.923172,-0.0642,-0.5010,0.5377,0.74
6.930520,-0.0739,-0.2088,0.4017,0.46
6.946958,-0.6827,0.2583,0.0886,0.74
6.954774,-1.0162,0.3297,-0.0257,1.07
6.965341,-1.0246,0.4192,-0.1557,1.12
6.973986,-1.0924,0.4768,-0.3339,1.24
6.982200,-1.1392,0.4190,-0.2303,1.24
6.990327,-1.0231,0.2678,-0.1294,1.07
7.004068,-0.2691,-0.0463,0.0699,0.28
7.012610,-0.1057,-0.1883,0.1020,0.24
7.021096,0.0087,-0.3329,0.0797,0.34
7.033927,0.1458,-0.6709,0.0478,0.69
7.046736,0.1241,-0.6964,-0.0941,0.71
7.051132,0.1254,-0.7958,-0.0117,0.81
7.065440,0.1017,-0.8446,-0.0835,0.85
7.080515,-0.0195,-0.8819,-0.1676,0.90
7.082800,-0.0548,-0.8032,-0.1711,0.82
7.096683,0.0904,-0.6475,-0.3859,0.76
7.100837,0.1184,-0.5129,-0.5801,0.78
7.115323,-0.2799,-0.3616,-0.6039,0.76
7.123241,-0.0564,-0.2056,-0.4922,0.54
7.130937,0.2940,-0.1760,-0.2624,0.43
7.146312,0.4086,-0.1355,0.2457,0.50
7.154942,0.2566,-0.2353,0.4791,0.59
7.163066,0.2973,-0.2610,0.6976,0.80
7.170959,0.4679,-0.0784,0.8484,0.97
7.186766,0.6017,0.8549,0.6794,1.25
7.195802,0.6319,1.2698,0.7660,1.61
7.203015,0.7796,1.4160,0.8210,1.81
7.212076,0.8223,1.5281,0.6943,1.87
7.219040,0.5328,1.5417,0.4364,1.69
7.235019,-0.1451,0.9498,0.2981,1.01
7.245184,-0.1731,0.7251,0.0834,0.75
7.253155,-0.0200,0.7139,-0.1807,0.74
7.260583,0.1415,0.8150,-0.4061,0.92
7.271510,0.1484,0.6886,-0.4867,0.86
7.281113,0.2723,0.5167,-0.7242,0.93
7.290372,0.2702,0.3435,-0.9189,1.02
7.306476,0.2655,-0.0544,-0.7965,0.84
7.315048,0.0511,-0.2114,-0.8165,0.84
7.323198,-0.0878,-0.3346,-0.8368,0.91
7.330938,-0.2068,-0.4264,-0.8118,0.94
7.339327,-0.2319,-0.2880,-0.9837,1.05
7.354396,-0.3129,-0.1995,-0.8112,0.89
7.363219,-0.1404,-0.3163,-0.5272,0.63
7.371189,0.1277,-0.4302,-0.1848,0.49
7.379105,0.3401,-0.4864,0.0326,0.59
7.395196,0.4565,-0.7068,0.5377,1.00
7.403677,0.4024,-0.7203,0.5758,1.01
7.412424,0.3350,-0.7530,0.6568,1.05
7.420501,0.3263,-0.6589,0.5939,0.95
7.436449,0.2673,-0.4302,0.5716,0.76
7.446757,0.1876,-0.2667,0.3738,0.50
7.455329,0.0003,-0.1080,0.2133,0.24
7.462601,-0.1528,0.1012,-0.0065,0.18
7.471006,-0.1663,0.2029,-0.1681,0.31
7.479078,-0.2662,0.1686,-0.2392,0.40
7.491581,-0.5141,0.3484,-0.4457,0.76
7.499241,-0.2819,0.3706,-0.5229,0.70
7.515170,0.1410,0.1751,-0.3841,0.45
7.523712,0.1479,0.0531,-0.1120,0.19
7.531809,0.2045,-0.0884,0.0895,0.24
7.539750,0.3136,-0.3506,0.2073,0.51
7.554945,-0.2852,-0.2870,0.0662,0.41
7.563604,-0.5578,-0.2095,-0.0304,0.60
7.571776,-0.4953,-0.0169,-0.1076,0.51
7.579696,-0.2683,0.1329,-0.1585,0.34
7.597074,0.0206,0.1047,0.0182,0.11
7.604720,0.0327,0.1324,-0.0959,0.17
7.613582,0.0300,0.2342,-0.2856,0.37
7.621556,-0.1144,0.0798,-0.2394,0.28
7.629433,-0.3937,-0.2064,-0.0513,0.45
7.644154,-0.3760,-0.6897,0.1870,0.81
7.655994,-0.1850,-0.8845,0.3609,0.97
7.663693,-0.0360,-0.9500,0.3481,1.01
7.670708,0.2053,-0.8649,0.2347,0.92
7.679535,0.3487,-0.7438,0.1817,0.84
7.691914,0.7211,-0.5129,0.4203,0.98
7.704354,0.8370,-0.5273,0.5989,1.16
7.713649,0.8862,-0.4840,0.7550,1.26
7.723722,0.5821,-0.5402,0.6645,1.04
7.731626,0.1192,-0.5633,0.4890,0.76
7.741619,-0.1842,-0.6193,0.4212,0.77
7.755745,0.1683,-0.5294,0.3972,0.68
7.764655,0.5897,-0.2934,0.3315,0.74
7.772989,0.8763,-0.1243,0.3910,0.97
7.780769,1.0760,-0.0677,0.4149,1.16
7.797154,0.7024,0.1390,0.3433,0.79
7.806655,0.7271,0.1624,0.3728,0.83
7.811824,1.0243,0.2173,0.2941,1.09
7.822627,1.3778,0.3679,0.2186,1.44
7.837568,1.5258,0.3904,0.3189,1.61
7.844270,1.4473,0.3442,0.3522,1.53
7.855787,1.2157,0.3482,0.1921,1.28
7.860396,0.8235,0.4984,-0.0154,0.96
7.875412,0.4076,0.7135,-0.4436,0.93
7.885734,0.2217,0.8404,-0.5858,1.05
7.894473,0.0804,0.9077,-0.4794,1.03
7.906133,0.0986,0.8078,-0.1993,0.84
7.921246,0.7003,1.2119,-0.1437,1.41
7.924658,0.6622,1.3180,-0.1810,1.49
7.931823,0.2799,1.3689,-0.3126,1.43
7.940265,-0.1356,1.6693,-0.3613,1.71
7.956146,0.0030,2.0140,-0.5491,2.09
7.964255,-0.0099,2.1247,-0.3513,2.15
7.972342,0.0342,2.4513,-0.4697,2.50
7.980325,0.2214,2.7495,-0.6591,2.84
7.997414,0.1908,2.9346,-0.8931,3.07
8.005983,0.0215,3.1252,-0.8199,3.23
8.014447,0.1002,3.3709,-0.7833,3.46
8.023159,0.2191,3.4729,-0.8484,3.58
8.030384,0.3375,3.4646,-0.8963,3.59
8.046119,0.3372,3.8219,-1.3838,4.08
8.052558,0.1315,4.2555,-1.2749,4.44
8.065954,0.0679,4.6088,-0.7913,4.68
8.080097,0.6197,4.9301,0.6899,5.02
8.088531,0.6948,4.4920,0.9798,4.65
8.092560,0.6658,4.0292,0.7698,4.16
8.104703,0.8108,3.5487,0.5540,3.68
8.110044,0.9688,3.2276,0.4611,3.40
8.119768,0.9593,3.1900,0.1086,3.33
8.135041,0.9807,2.8740,0.1182,3.04
8.141181,1.3738,3.2038,0.0268,3.49
8.156387,1.2670,4.0425,-0.3159,4.25
8.165382,0.7554,4.1640,-0.4739,4.26
8.172452,0.2021,4.4485,-0.4303,4.47
8.179631,-0.0757,5.1240,-0.5505,5.15
8.196735,-0.8256,6.3082,-2.0230,6.68
8.204710,-1.5290,6.4958,-2.8266,7.25
8.212446,-1.8113,6.5131,-3.1225,7.45
8.220419,-1.3103,5.8712,-2.8360,6.65
8.236215,1.9930,4.3824,-0.7110,4.87
8.246794,4.3797,4.6180,-0.0938,6.37
8.255191,5.5063,4.5752,0.6966,7.19
8.263162,5.2297,4.6025,1.2574,7.08
8.270589,4.3766,4.7476,1.1783,6.56
8.279860,3.5349,4.5208,0.8935,5.81
8.292809,1.9490,5.7253,1.2165,6.17
8.306100,1.3614,6.7937,0.5033,6.95
8.313721,1.2412,7.8994,-0.0286,8.00
8.322085,1.0950,8.5566,-1.0956,8.70
8.329154,0.3176,8.5528,-3.2735,9.16
8.341445,-2.7141,5.5476,-4.2285,7.48
8.356811,-3.3281,2.7449,-1.9334,4.73
8.365643,-3.1704,2.3490,-1.7664,4.32
8.373589,-2.8257,2.2647,-2.4224,4.36
8.381714,-2.5765,2.8619,-4.5302,5.95
8.396945,-0.9564,3.8676,-6.4685,7.60
8.405384,0.0835,3.3204,-4.7175,5.77
8.413362,1.7865,0.9109,-1.9376,2.79
8.421301,3.6603,-3.1566,1.3336,5.01
8.430208,5.0594,-6.8543,3.8413,9.35
8.444781,6.0700,-12.9986,3.1912,14.70
8.455322,5.0539,-14.4039,0.8299,15.29
8.463535,3.7803,-15.6290,-1.9486,16.20
8.471210,2.1121,-16.4774,-3.8401,17.05
8.479469,-0.3232,-16.2447,-3.6376,16.65
8.492416,-4.0328,-14.7831,-1.0209,15.36
8.504744,-4.1155,-14.3513,1.4122,15.00
8.513465,-2.2591,-13.7899,4.9868,14.84
8.521423,0.7050,-13.1855,7.8073,15.34
8.529398,2.6333,-12.2324,9.0148,15.42
8.540411,4.5804,-9.6074,8.4055,13.56
8.550068,3.0649,-9.8327,5.3463,11.60
8.566455,-3.1984,-11.0177,-1.6193,11.59
8.572843,-6.2905,-10.8479,-4.3176,13.26
8.581035,-9.1602,-9.4952,-5.4435,14.27
8.589582,-11.3059,-7.8115,-6.5506,15.22
8.605608,-10.1164,-5.5440,-8.4948,14.33
8.613987,-9.4418,-5.4927,-8.3576,13.75
8.621959,-8.7756,-6.2847,-7.3194,13.04
8.629974,-7.3535,-7.6199,-4.8071,11.63
8.645703,-3.3934,-7.9206,-1.5125,8.75
8.655929,-1.4223,-8.0268,0.2782,8.16
8.663747,0.3126,-8.1199,2.8158,8.60
8.672426,0.7697,-8.0767,4.7381,9.40
8.679818,0.3692,-8.3829,5.7076,10.15
8.693000,-1.1733,-9.0650,4.6666,10.26
8.706711,-1.8550,-9.3021,3.5981,10.14
8.713804,-1.6735,-9.5381,3.0163,10.14
8.720445,-0.3336,-8.9998,2.3499,9.31
8.733721,0.0516,-6.2344,1.1139,6.33
8.747297,-0.7489,-5.3727,-0.2989,5.43
8.754471,-1.6388,-5.2876,-1.6846,5.79
8.765017,-2.5246,-5.0382,-4.8521,7.44
8.773304,-2.9552,-4.6425,-5.5387,7.81
8.781588,-3.0528,-4.9083,-5.2185,7.79
8.789386,-1.1589,-5.7003,-5.9381,8.31
8.804783,0.1733,-3.0052,-0.7105,3.09
8.813826,2.6601,2.1954,3.3005,4.77
8.821360,5.3504,8.1835,5.7853,11.36
8.829154,6.2485,13.9762,5.2702,16.19
8.845321,0.0094,18.1735,1.0258,18.20
8.852841,-1.6158,13.3546,2.6224,13.71
8.861245,-2.0051,7.5056,4.0577,8.76
8.873662,0.9508,2.0043,3.3783,4.04
8.885407,12.7104,0.9137,-1.6209,12.85
8.893700,12.6369,4.2373,-3.3249,13.74
8.902025,7.9913,5.0068,-3.2866,9.99
8.910477,2.1628,4.6522,-3.5399,6.23
8.926192,-1.2356,5.3227,-3.4125,6.44
8.938054,-0.3384,5.6142,-4.4829,7.19
8.945014,-0.8670,5.6213,-4.7844,7.43
8.952368,-1.9434,4.8353,-3.1325,6.08
8.961434,-2.6985,4.3022,-1.6976,5.35
8.969802,-2.2724,3.2432,-0.8702,4.05
8.981760,-2.2664,0.1996,-0.5617,2.34
8.989728,-3.1029,-1.0323,-0.7251,3.35
9.005782,-4.1217,-2.7182,-2.4769,5.52
9.013020,-4.2100,-2.8552,-1.2384,5.24
9.021690,-2.8865,-2.4012,-0.3493,3.77
9.029790,-1.3582,-1.9292,0.0638,2.36
9.045892,-0.5691,-0.1742,2.9056,2.97
9.054597,0.3015,1.2866,2.9354,3.22
9.062784,1.0134,2.7235,2.2515,3.68
9.070122,1.2276,3.8292,2.2943,4.63
9.086063,1.4648,4.6529,3.2381,5.85
9.095905,1.3634,3.9931,2.4039,4.86
9.104165,0.8983,2.6091,2.0654,3.45
9.112371,0.5728,1.4793,1.5161,2.19
9.127117,2.5791,1.5819,1.0129,3.19
9.134715,3.4692,2.7920,-0.1889,4.46
9.143250,2.9625,3.5081,-0.2753,4.60
9.151147,1.9669,4.1236,-0.2476,4.58
9.159714,0.8213,4.7415,-1.2757,4.98
9.173986,-0.6752,4.9568,-2.7383,5.70
9.181920,-0.9315,4.9125,-3.0299,5.85
9.192916,-0.9800,4.7131,-3.1671,5.76
9.206276,-0.6873,2.8737,-1.5581,3.34
9.214346,0.4590,2.3665,-0.6418,2.49
9.221609,2.0208,2.0086,0.3417,2.87
9.229605,3.4699,1.3620,1.6097,4.06
9.246442,3.5292,1.4588,2.3027,4.46
9.254584,2.3523,1.7606,2.1703,3.65
9.263100,1.3233,2.0053,1.5028,2.83
9.270755,0.5246,2.3372,0.6327,2.48
9.286508,-0.5030,2.9275,-0.6182,3.03
9.295313,-0.7474,2.9898,-0.7370,3.17
9.304617,-0.4312,3.0732,-0.8363,3.21
9.314347,0.2454,3.2058,-0.7884,3.31
9.321641,0.8888,3.2747,-0.5802,3.44
9.333914,1.6273,2.9680,-0.5250,3.43
9.345955,1.4368,2.9267,-0.4350,3.29
9.352564,1.2177,2.9932,-0.1258,3.23
9.360585,1.0652,3.2753,0.0375,3.44
9.375622,1.0536,3.4833,0.0714,3.64
9.385083,0.7029,3.4320,-0.2077,3.51
9.394027,0.4872,3.1563,-0.4550,3.23
9.401291,0.3275,2.6056,-0.7693,2.74
9.415008,-0.2023,1.4668,-0.7280,1.65
9.422813,0.1936,1.4872,-0.8480,1.72
9.430112,0.5609,1.7349,-0.8864,2.03
9.447564,0.6434,1.8042,-0.3293,1.94
9.455047,0.5380,1.5516,-0.2598,1.66
9.462892,0.1261,1.3005,-0.1302,1.31
9.471480,-0.3139,1.1642,-0.0577,1.21
9.487263,-0.4534,0.5383,0.0393,0.70
9.496071,-0.6268,0.3696,0.0570,0.73
9.503551,-0.6469,0.4031,-0.0125,0.76
9.511867,-0.2403,0.6074,-0.2427,0.70
9.520065,0.2771,0.5671,-0.2585,0.68
9.534173,0.2229,0.1353,0.9890,1.02
9.545135,0.3617,-0.2572,1.3266,1.40
9.555136,0.5040,-0.6093,1.4414,1.64
9.562941,0.5230,-0.5572,1.4191,1.61
9.570178,0.4842,-0.1420,1.0917,1.20
9.582407,0.3304,0.1165,0.1645,0.39
9.595905,0.1170,-0.1622,-0.1614,0.26
9.603297,-0.3378,-0.4817,-0.4662,0.75
9.611390,-0.6768,-0.6115,-0.7914,1.21
9.623266,-1.0534,-0.7233,-1.2796,1.81
9.631602,-1.0911,-0.7844,-1.3981,1.94
9.646698,-1.0519,-0.8546,-1.6561,2.14
9.655249,-1.1457,-0.9410,-1.6261,2.20
9.663309,-1.1461,-1.0646,-1.5952,2.23
9.671375,-0.9821,-1.4549,-1.2602,2.16
9.680030,-0.7465,-1.7674,-0.8102,2.08
9.695321,-0.0621,-1.7964,-0.3082,1.82
9.705549,0.2529,-1.8098,-0.2927,1.85
9.712589,0.2761,-1.7227,0.0094,1.74
9.719969,0.2049,-1.6360,0.3264,1.68
9.735763,-0.1509,-1.5801,0.2243,1.60
9.746579,-0.4885,-1.5126,0.1760,1.60
9.754532,-0.7764,-1.3978,0.2020,1.61
9.761455,-1.0623,-1.2503,-0.0279,1.64
9.771355,-1.5013,-1.2631,-0.3621,2.00
9.783536,-1.9083,-1.6918,-0.4245,2.59
9.796369,-1.7795,-1.7110,-0.5476,2.53
9.805691,-1.4668,-1.8879,-0.6934,2.49
9.812629,-0.9987,-2.0693,-0.4859,2.35
9.819630,-0.5382,-2.2011,-0.3964,2.30
9.831800,-0.0056,-2.0886,-0.3810,2.12
9.839860,0.1025,-1.8648,-0.1699,1.88
9.854932,-0.1391,-1.4911,-0.2057,1.51
9.863635,-0.3590,-1.4791,-0.4782,1.60
9.871738,-0.6238,-1.5279,-0.5130,1.73
9.879770,-0.6985,-1.6558,-0.3448,1.83
9.890013,-0.5327,-1.7410,-0.3043,1.85
9.904440,-0.0433,-1.5932,-0.3186,1.63
9.911209,0.1158,-1.4948,0.0728,1.50
9.921587,0.3886,-1.1592,0.4363,1.30
9.937746,0.7943,-0.8450,0.6105,1.31
9.943825,0.8508,-0.7872,0.8083,1.41
9.954706,0.6949,-0.6351,0.9545,1.34
9.959172,0.5978,-0.4669,0.8235,1.12
9.970638,0.5223,-0.2663,0.5539,0.81
9.987679,0.2658,-0.3931,0.6254,0.79
9.991924,0.0957,-0.4610,0.5420,0.72
10.002311,-0.1972,-0.5269,0.4193,0.70
10.012948,-0.4962,-0.5574,0.2522,0.79
10.024427,-0.5531,-0.4609,0.2001,0.75
10.036959,-0.3996,-0.1038,0.0623,0.42
10.048480,-0.5458,0.0682,0.1296,0.57
10.055879,-0.5620,0.1897,0.1729,0.62
10.064965,-0.5320,0.3498,0.2774,0.69
10.072122,-0.3751,0.5898,0.2716,0.75
10.080560,-0.1597,0.8856,0.1773,0.92
10.095303,-0.1998,0.7833,0.0681,0.81
10.104975,-0.2673,0.4624,0.0479,0.54
10.116631,-0.1694,0.1764,-0.0618,0.25
10.120455,-0.1110,-0.2132,-0.1334,0.27
10.131142,0.0835,-0.5956,-0.1163,0.61
10.139299,0.3930,-0.8704,-0.0172,0.96
10.152916,0.7779,-1.0624,0.1480,1.33
10.161895,1.0511,-1.2192,0.3289,1.64
10.172414,1.0867,-1.1493,0.4475,1.64
10.181194,1.0724,-1.0642,0.4873,1.59
10.194458,0.7546,-1.0562,0.3336,1.34
10.202459,0.6958,-0.9554,0.1766,1.20
10.210436,0.5455,-0.7456,-0.0440,0.92
10.219291,0.2291,-0.4239,-0.1733,0.51
10.232343,-0.1973,0.2968,-0.4758,0.59
10.244933,-0.4304,0.6866,-0.4306,0.92
10.252913,-0.4705,1.0131,-0.2723,1.15
10.263342,-0.4440,1.6605,-1.0947,2.04
10.273034,-0.7886,1.8247,-1.4899,2.48
10.280046,-1.2772,1.5249,-1.6071,2.56
10.296626,-1.6611,1.0320,-1.5362,2.49
10.303738,-1.3966,0.9974,-1.4317,2.23
10.312602,-1.0420,1.0871,-1.3059,1.99
10.319907,-0.8431,1.2228,-1.0213,1.80
10.337299,-0.3492,1.8478,-0.7334,2.02
10.345465,-0.2680,2.2536,-0.7275,2.38
10.352857,-0.4363,2.8311,-0.6536,2.94
10.360308,-0.7221,3.3299,-0.8710,3.52
10.377049,-2.1184,4.1319,-1.0305,4.76
10.386059,-2.3456,4.2249,-0.9722,4.93
10.394054,-2.0786,4.2446,-0.9332,4.82
10.402786,-1.9893,4.2060,-0.6620,4.70
10.411532,-1.7344,4.1763,-0.1690,4.53
10.420278,-1.1631,4.0891,-0.1390,4.25
10.432456,-0.5997,3.6157,0.5271,3.70
10.445175,-0.5444,3.5266,0.8402,3.67
10.453727,-0.2913,3.1639,1.1989,3.40
10.462133,0.0171,2.8310,1.4104,3.16
10.472281,0.3457,1.9497,2.1903,2.95
10.480928,0.5037,1.4695,2.6174,3.04
10.489297,0.6517,0.7849,2.9249,3.10
10.504986,0.7228,-0.1591,3.1249,3.21
10.514216,0.6635,-0.2831,2.9430,3.03
10.521062,0.7732,-0.4709,2.4601,2.62
10.529302,0.8752,-0.6084,1.9221,2.20
10.545160,0.1481,-0.8162,1.2120,1.47
10.553428,-0.0675,-1.1662,0.9198,1.49
10.562085,-0.1987,-1.4083,0.6703,1.57
10.569991,-0.3827,-1.4348,0.6151,1.61
10.585139,-0.2746,-1.4047,0.6488,1.57
10.595713,-0.0571,-1.5261,0.5893,1.64
10.603366,0.0981,-1.4503,0.7826,1.65
10.611896,0.1913,-1.3440,0.8558,1.60
10.619942,0.3434,-1.2256,0.7615,1.48
10.632829,0.2450,-1.2151,0.5510,1.36
10.645366,0.0399,-0.9962,0.3337,1.05
10.653594,-0.1596,-1.0101,-0.0569,1.02
10.663000,-0.3754,-1.0411,-0.3825,1.17
10.670669,-0.4920,-0.9093,-0.5772,1.18
10.680713,-0.4360,-0.7081,-0.7181,1.10
10.695619,-0.4564,-0.7014,-0.5363,0.99
10.705512,-0.5292,-0.7204,-0.2946,0.94
10.714584,-0.5050,-0.8200,-0.3529,1.03
10.721509,-0.5431,-0.8512,-0.4342,1.10
10.729299,-0.5627,-0.9096,-0.4111,1.15
10.745444,-0.5433,-1.2860,-0.2088,1.41
10.754238,-0.5089,-1.4167,-0.0085,1.51
10.762013,-0.3242,-1.3459,-0.0124,1.38
10.769851,-0.0392,-1.2791,-0.1127,1.28
10.784853,0.1164,-1.2552,-0.2872,1.29
10.795976,0.1723,-1.1486,-0.4563,1.25
10.803174,0.2371,-1.2147,-0.5735,1.36
10.812891,0.5540,-1.3074,-0.5872,1.54
